,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,District,lat,lon
8156,476.0,2.0,6200000.0,61.0,38.0,9.5,28.41,,,1.0,0.0,1.0,11.0,17.0,0.0,10.0,55.504206,37.539042
8157,477.0,1.0,5975000.0,35.0,20.0,12.0,21.19,,,1.0,0.0,0.0,3.0,9.0,0.0,10.0,55.588506,37.455714
8158,478.0,1.0,5032000.0,37.6,20.0,11.0,16.28,7.0,0.0,1.0,0.0,1.0,5.0,24.0,1.0,10.0,55.655869,37.427381
8159,479.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8160,480.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8161,481.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8162,482.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8163,483.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8164,484.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8165,485.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8166,486.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8167,487.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8168,488.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8169,489.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8170,490.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
8171,491.0,1.0,1899111.0,23.1,23.0,,20.87,18.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,55.651236,37.340662
8172,492.0,1.0,1899333.0,23.3,17.3,6.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.628273,37.342076
8173,493.0,1.0,1899555.0,23.5,23.0,,21.5,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.653324,37.326339
8174,494.0,1.0,1990000.0,26.0,20.0,4.0,21.92,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8175,495.0,1.0,1990000.0,27.0,20.0,6.0,21.92,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8176,496.0,1.0,2123000.0,26.0,20.0,5.0,21.91,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648804,37.32376
8177,497.0,1.0,2123000.0,26.0,16.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8178,498.0,1.0,2123000.0,26.0,20.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8179,499.0,1.0,2175004.0,27.7,,,29.75,15.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,10.0,55.519412,37.395328
8180,500.0,1.0,2190000.0,32.0,22.0,5.0,27.1,30.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8181,501.0,1.0,2190000.0,31.8,23.0,4.0,27.13,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.524763,37.478325
8182,502.0,1.0,2190000.0,32.0,29.0,,27.1,28.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8183,503.0,1.0,2195465.0,23.0,,,21.05,10.0,1.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.590994,37.452291
8184,504.0,1.0,3400000.0,47.0,26.0,10.0,26.88,17.0,1.0,1.0,0.0,1.0,7.0,17.0,1.0,10.0,55.533279,37.450112
8185,505.0,1.0,3369650.0,35.5,19.0,9.4,27.34,15.0,0.0,1.0,0.0,1.0,5.0,17.0,1.0,10.0,55.511517,37.568377
8186,506.0,1.0,5453000.0,41.0,22.0,12.0,16.2,5.0,0.0,1.0,0.0,1.0,6.0,17.0,1.0,10.0,55.6576,37.426355
8187,507.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8188,508.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8189,509.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8190,510.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8191,511.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8192,512.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8193,513.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8194,514.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8195,515.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8196,516.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8197,517.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8198,518.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
8199,519.0,1.0,1899111.0,23.1,23.0,,20.87,18.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,55.651236,37.340662
8200,520.0,1.0,1899333.0,23.3,17.3,6.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.628273,37.342076
8201,521.0,1.0,1899555.0,23.5,23.0,,21.5,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.653324,37.326339
8202,522.0,1.0,1990000.0,26.0,20.0,4.0,21.92,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8203,523.0,1.0,1990000.0,27.0,20.0,6.0,21.92,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8204,524.0,1.0,2123000.0,26.0,20.0,5.0,21.91,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648804,37.32376
8205,525.0,1.0,2123000.0,26.0,16.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8206,526.0,1.0,2123000.0,26.0,20.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8207,527.0,1.0,2175004.0,27.7,,,29.75,15.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,10.0,55.519412,37.395328
8208,528.0,1.0,2190000.0,32.0,22.0,5.0,27.1,30.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8209,529.0,1.0,2190000.0,31.8,23.0,4.0,27.13,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.524763,37.478325
8210,530.0,1.0,2190000.0,32.0,29.0,,27.1,28.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8211,531.0,1.0,2195465.0,23.0,,,21.05,10.0,1.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.590994,37.452291
8212,532.0,1.0,3300000.0,27.5,15.0,5.0,28.54,,,1.0,0.0,1.0,17.0,22.0,0.0,10.0,55.503165,37.536993
8213,533.0,1.0,2096640.0,25.2,,,29.75,15.0,0.0,1.0,0.0,0.0,4.0,7.0,1.0,10.0,55.519412,37.395328
8214,534.0,1.0,4499000.0,36.0,16.0,9.0,24.14,,,0.0,0.0,1.0,15.0,22.0,0.0,10.0,55.625308,37.309441
8215,535.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8216,536.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8217,537.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8218,538.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8219,539.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8220,540.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8221,541.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8222,542.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8223,543.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8224,544.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8225,545.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8226,546.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
8227,547.0,1.0,1899111.0,23.1,23.0,,20.87,18.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,55.651236,37.340662
8228,548.0,1.0,1899333.0,23.3,17.3,6.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.628273,37.342076
8229,549.0,1.0,1899555.0,23.5,23.0,,21.5,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.653324,37.326339
8230,550.0,1.0,1990000.0,26.0,20.0,4.0,21.92,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8231,551.0,1.0,1990000.0,27.0,20.0,6.0,21.92,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8232,552.0,1.0,2123000.0,26.0,20.0,5.0,21.91,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648804,37.32376
8233,553.0,1.0,2123000.0,26.0,16.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8234,554.0,1.0,2123000.0,26.0,20.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8235,555.0,1.0,2175004.0,27.7,,,29.75,15.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,10.0,55.519412,37.395328
8236,556.0,1.0,2190000.0,32.0,22.0,5.0,27.1,30.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8237,557.0,1.0,2190000.0,31.8,23.0,4.0,27.13,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.524763,37.478325
8238,558.0,1.0,2190000.0,32.0,29.0,,27.1,28.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8239,559.0,1.0,2195465.0,23.0,,,21.05,10.0,1.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.590994,37.452291
8240,560.0,3.0,10573000.0,82.0,53.0,14.0,16.2,5.0,0.0,1.0,0.0,1.0,12.0,25.0,1.0,10.0,55.6576,37.426355
8241,561.0,2.0,7118000.0,55.3,32.0,14.0,16.2,5.0,0.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.6576,37.426355
8242,562.0,2.0,6900000.0,66.0,43.0,19.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,10.0,55.573317,37.468802
8243,563.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8244,564.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8245,565.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8246,566.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8247,567.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8248,568.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8249,569.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8250,570.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8251,571.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8252,572.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8253,573.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8254,574.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
8255,575.0,1.0,1899111.0,23.1,23.0,,20.87,18.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,55.651236,37.340662
8256,576.0,1.0,1899333.0,23.3,17.3,6.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.628273,37.342076
8257,577.0,1.0,1899555.0,23.5,23.0,,21.5,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.653324,37.326339
8258,578.0,1.0,1990000.0,26.0,20.0,4.0,21.92,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8259,579.0,1.0,1990000.0,27.0,20.0,6.0,21.92,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8260,580.0,1.0,2123000.0,26.0,20.0,5.0,21.91,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648804,37.32376
8261,581.0,1.0,2123000.0,26.0,20.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8262,582.0,1.0,2123000.0,26.0,16.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8263,583.0,1.0,2175004.0,27.7,,,29.75,15.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,10.0,55.519412,37.395328
8264,584.0,1.0,2190000.0,32.0,22.0,5.0,27.1,30.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8265,585.0,1.0,2190000.0,31.8,23.0,4.0,27.13,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.524763,37.478325
8266,586.0,1.0,2190000.0,32.0,29.0,,27.1,28.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8267,587.0,1.0,2195465.0,23.0,,,21.05,10.0,1.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.590994,37.452291
8268,588.0,3.0,8782100.0,77.0,43.2,11.0,24.7,15.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.544581,37.495428
8269,589.0,2.0,9315000.0,77.1,44.0,18.0,16.61,10.0,0.0,1.0,0.0,1.0,4.0,8.0,1.0,10.0,55.653482,37.424228
8270,590.0,2.0,4900000.0,71.0,34.0,16.0,29.39,10.0,0.0,1.0,0.0,1.0,7.0,21.0,0.0,10.0,55.49414,37.552031
8271,591.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8272,592.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8273,593.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8274,594.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8275,595.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8276,596.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8277,597.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8278,598.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8279,599.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8280,600.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8281,601.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8282,602.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
8283,603.0,1.0,1899111.0,23.1,23.0,,20.87,18.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,55.651236,37.340662
8284,604.0,1.0,1899333.0,23.3,17.3,6.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.628273,37.342076
8285,605.0,1.0,1899555.0,23.5,23.0,,21.5,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.653324,37.326339
8286,606.0,1.0,1990000.0,26.0,20.0,4.0,21.92,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8287,607.0,1.0,1990000.0,27.0,20.0,6.0,21.92,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8288,608.0,1.0,2123000.0,26.0,20.0,5.0,21.91,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648804,37.32376
8289,609.0,1.0,2123000.0,26.0,16.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8290,610.0,1.0,2123000.0,26.0,20.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8291,611.0,1.0,2175004.0,27.7,,,29.75,15.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,10.0,55.519412,37.395328
8292,612.0,1.0,2190000.0,32.0,22.0,5.0,27.1,30.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8293,613.0,1.0,2190000.0,31.8,23.0,4.0,27.13,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.524763,37.478325
8294,614.0,1.0,2190000.0,32.0,29.0,,27.1,28.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8295,615.0,1.0,2195465.0,23.0,,,21.05,10.0,1.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.590994,37.452291
8296,616.0,1.0,5550000.0,48.7,21.0,10.1,22.49,,,1.0,0.0,1.0,5.0,17.0,0.0,10.0,55.569052,37.47951
8297,617.0,2.0,14246520.0,104.6,,,23.55,27.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,10.0,55.567774,37.444521
8298,618.0,2.0,4540640.0,47.0,27.0,,22.47,15.0,0.0,1.0,0.0,1.0,5.0,16.0,1.0,10.0,55.565536,37.496855
8299,619.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8300,620.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8301,621.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8302,622.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8303,623.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8304,624.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8305,625.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8306,626.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8307,627.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8308,628.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8309,629.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8310,630.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
8311,631.0,1.0,1899111.0,23.1,23.0,,20.87,18.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,55.651236,37.340662
8312,632.0,1.0,1899333.0,23.3,17.3,6.0,22.33,20.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.628273,37.342076
8313,633.0,1.0,1899555.0,23.5,23.0,,21.5,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.653324,37.326339
8314,634.0,1.0,1990000.0,26.0,20.0,4.0,21.92,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8315,635.0,1.0,1990000.0,27.0,20.0,6.0,21.92,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648209,37.324165
8316,636.0,1.0,2123000.0,26.0,20.0,5.0,21.91,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.648804,37.32376
8317,637.0,1.0,2123000.0,26.0,20.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8318,638.0,1.0,2123000.0,26.0,16.0,5.0,22.04,25.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.646675,37.323715
8319,639.0,1.0,2175004.0,27.7,,,29.75,15.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,10.0,55.519412,37.395328
8320,640.0,1.0,2190000.0,32.0,22.0,5.0,27.1,30.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8321,641.0,1.0,2190000.0,31.8,23.0,4.0,27.13,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.524763,37.478325
8322,642.0,1.0,2190000.0,32.0,29.0,,27.1,28.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,55.52407,37.483786
8323,643.0,1.0,2195465.0,23.0,,,21.05,10.0,1.0,1.0,0.0,1.0,6.0,15.0,1.0,10.0,55.590994,37.452291
8324,644.0,1.0,4490000.0,43.0,20.0,12.0,29.62,10.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.520492,37.396236
8325,645.0,2.0,6670000.0,58.0,34.8,10.1,25.19,10.0,1.0,0.0,0.0,1.0,2.0,17.0,1.0,10.0,55.540475,37.492644
8326,646.0,1.0,1899444.0,23.4,18.4,5.0,21.7,18.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.647468,37.329177
8327,647.0,1.0,1380000.0,34.5,34.5,,34.22,,,1.0,0.0,0.0,2.0,3.0,0.0,10.0,55.59221,37.155003
8328,648.0,1.0,1399111.0,15.1,15.0,,22.45,15.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,10.0,55.637403,37.327111
8329,649.0,1.0,1399444.0,15.4,10.0,5.4,21.77,17.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648042,37.327327
8330,650.0,1.0,1399666.0,15.6,14.4,,22.3,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.650917,37.313924
8331,651.0,1.0,1490000.0,26.0,20.0,4.0,21.95,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.648037,37.323796
8332,652.0,1.0,1599222.0,20.2,20.0,,21.69,16.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10.0,55.649291,37.327336
8333,653.0,1.0,1599333.0,20.3,15.3,5.0,22.45,19.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,10.0,55.637403,37.327111
8334,654.0,1.0,1740000.0,22.0,19.0,3.0,21.95,,,1.0,0.0,1.0,1.0,3.0,0.0,10.0,55.648037,37.323796
8335,655.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8336,656.0,1.0,1790000.0,29.0,22.0,4.0,22.04,25.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8337,657.0,1.0,1790000.0,25.9,25.9,,22.04,,,1.0,0.0,0.0,3.0,3.0,0.0,10.0,55.646675,37.323715
8338,658.0,1.0,1799900.0,17.0,12.0,5.0,28.36,,,1.0,0.0,0.0,3.0,4.0,0.0,10.0,55.50286,37.55911
